"","President","Sentences","sent.id","nword","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","snipets","ldatopic","ldahash","Government","Spirit","Nation","Democracy","Determination","Freedom","Misc","America","Arm","Justice","Citizen","Fear","Equality","Constitution","Strive"
"500","FranklinDroosevelt-3","The preservation of the spirit and faith of the Nation does, and will, furnish the highest justification for every sacrifice that we may make in the cause of national defense."," 71","30","0.03332223","0.09996668","0.00000000","0.06664445","0.06664445","0.00000000","0.03332223","0.06664445","0.03332223","0.16661113","If you and I in this later day lose that sacred fire—if we let it be smothered with doubt and fear- then we shall reject the destiny which Washington strove so valiantly and so triumphantly to establish.  In the face of great perils never before encountered, our strong purpose is to protect and to perpetuate the integrity of democracy.","10","Justice","0.05555556","0.05555556","0.05555556","0.04273504","0.05555556","0.04273504","0.05555556","0.04273504","0.08119658","0.13247863","0.11965812","0.05555556","0.05555556","0.06837607","0.08119658"
"501","FranklinDroosevelt-3","In the face of great perils never before encountered, our strong purpose is to protect and to perpetuate the integrity of democracy."," 72","22","0.00000000","0.04543389","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.04543389","0.00000000","0.13630168","The preservation of the spirit and faith of the Nation does, and will, furnish the highest justification for every sacrifice that we may make in the cause of national defense.  For this we muster the spirit of America, and the faith of America."," 6","Freedom","0.04761905","0.09047619","0.07619048","0.04761905","0.06190476","0.11904762","0.04761905","0.10476190","0.04761905","0.06190476","0.06190476","0.07619048","0.04761905","0.04761905","0.06190476"
"502","FranklinDroosevelt-3","For this we muster the spirit of America, and the faith of America."," 73","13","0.00000000","0.07686395","0.00000000","0.00000000","0.07686395","0.00000000","0.00000000","0.07686395","0.00000000","0.15372790","In the face of great perils never before encountered, our strong purpose is to protect and to perpetuate the integrity of democracy.  We do not retreat."," 9","Arm","0.06989247","0.06989247","0.06989247","0.05376344","0.05376344","0.05376344","0.05376344","0.05376344","0.08602151","0.08602151","0.08602151","0.05376344","0.06989247","0.06989247","0.06989247"
"503","FranklinDroosevelt-3","We do not retreat."," 74"," 4","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","For this we muster the spirit of America, and the faith of America.  We are not content to stand still."," 8","America","0.05747126","0.07471264","0.05747126","0.05747126","0.07471264","0.07471264","0.05747126","0.10919540","0.05747126","0.09195402","0.05747126","0.05747126","0.05747126","0.05747126","0.05747126"
"504","FranklinDroosevelt-3","We are not content to stand still."," 75"," 7","0.00000000","0.00000000","0.00000000","0.00000000","0.14265335","0.00000000","0.00000000","0.14265335","0.00000000","0.14265335","We do not retreat.  As Americans, we go forward, in the service of our country, by the will of God."," 1","Government","0.07602339","0.05847953","0.05847953","0.05847953","0.07602339","0.07602339","0.05847953","0.07602339","0.05847953","0.05847953","0.07602339","0.07602339","0.05847953","0.05847953","0.07602339"
"507","FranklinDroosevelt-4","Chief Justice, Mr.","  2"," 3","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.33222591","0.00000000","0.33222591","Mr.  Vice President, my friends:You will understand and, I believe, agree with my wish that the form of this inauguration be simple and its words brief."," 1","Government","0.10052910","0.06878307","0.08465608","0.05291005","0.06878307","0.05291005","0.05291005","0.05291005","0.06878307","0.05291005","0.10052910","0.06878307","0.06878307","0.05291005","0.05291005"
"508","FranklinDroosevelt-4","Vice President, my friends:You will understand and, I believe, agree with my wish that the form of this inauguration be simple and its words brief.","  3","25","0.03998401","0.03998401","0.00000000","0.00000000","0.03998401","0.00000000","0.00000000","0.07996801","0.07996801","0.11995202","Chief Justice, Mr.  We Americans of today, together with our allies, are passing through a period of supreme test.","10","Justice","0.07222222","0.07222222","0.05555556","0.05555556","0.05555556","0.05555556","0.07222222","0.07222222","0.07222222","0.08888889","0.05555556","0.05555556","0.05555556","0.08888889","0.07222222"
"509","FranklinDroosevelt-4","We Americans of today, together with our allies, are passing through a period of supreme test.","  4","16","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.06246096","Vice President, my friends:You will understand and, I believe, agree with my wish that the form of this inauguration be simple and its words brief.  It is a test of our courage —of our resolve—of our wisdom—of our essential democracy.","11","Citizen","0.09047619","0.06190476","0.04761905","0.06190476","0.06190476","0.04761905","0.06190476","0.06190476","0.07619048","0.04761905","0.10476190","0.09047619","0.07619048","0.04761905","0.06190476"
"510","FranklinDroosevelt-4","It is a test of our courage —of our resolve—of our wisdom—of our essential democracy.","  5","15","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.06662225","0.00000000","0.26648901","We Americans of today, together with our allies, are passing through a period of supreme test.  If we meet that test—successfully and honorably—we shall perform a service of historic importance which men and women and children will honor throughout all time.","13","Equality","0.04566210","0.04566210","0.07305936","0.04566210","0.07305936","0.05936073","0.05936073","0.07305936","0.05936073","0.04566210","0.05936073","0.05936073","0.14155251","0.05936073","0.10045662"
"511","FranklinDroosevelt-4","If we meet that test—successfully and honorably—we shall perform a service of historic importance which men and women and children will honor throughout all time.","  6","25","0.00000000","0.07996801","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.03998401","0.00000000","0.07996801","It is a test of our courage —of our resolve—of our wisdom—of our essential democracy.  As I stand here today, having taken the solemn oath of office in the presence of my fellow countrymen—in the presence of our God—I know that it is America's purpose that we shall not fail.","10","Justice","0.07305936","0.05936073","0.04566210","0.05936073","0.07305936","0.04566210","0.04566210","0.07305936","0.07305936","0.10045662","0.08675799","0.05936073","0.05936073","0.05936073","0.08675799"
"512","FranklinDroosevelt-4","As I stand here today, having taken the solemn oath of office in the presence of my fellow countrymen—in the presence of our God—I know that it is America's purpose that we shall not fail.","  7","35","0.00000000","0.02856327","0.00000000","0.02856327","0.02856327","0.00000000","0.00000000","0.08568980","0.00000000","0.11425307","If we meet that test—successfully and honorably—we shall perform a service of historic importance which men and women and children will honor throughout all time.  In the days and the years that are to come, we shall work for a just and honorable peace, a durable peace, as today we work and fight for total victory in war.","15","Strive","0.04115226","0.04115226","0.07818930","0.04115226","0.04115226","0.04115226","0.05349794","0.07818930","0.05349794","0.06584362","0.04115226","0.10288066","0.09053498","0.06584362","0.16460905"
"513","FranklinDroosevelt-4","In the days and the years that are to come, we shall work for a just and honorable peace, a durable peace, as today we work and fight for total victory in war.","  8","33","0.03029385","0.06058770","0.00000000","0.06058770","0.06058770","0.00000000","0.00000000","0.12117540","0.06058770","0.12117540","As I stand here today, having taken the solemn oath of office in the presence of my fellow countrymen—in the presence of our God—I know that it is America's purpose that we shall not fail.  We can and we will achieve such a peace.","10","Justice","0.07619048","0.04761905","0.06190476","0.04761905","0.04761905","0.04761905","0.04761905","0.07619048","0.09047619","0.10476190","0.09047619","0.07619048","0.06190476","0.04761905","0.07619048"
"514","FranklinDroosevelt-4","We can and we will achieve such a peace.","  9"," 9","0.00000000","0.11098779","0.00000000","0.00000000","0.22197558","0.00000000","0.00000000","0.22197558","0.00000000","0.22197558","In the days and the years that are to come, we shall work for a just and honorable peace, a durable peace, as today we work and fight for total victory in war.  We shall strive for perfection.","15","Strive","0.06280193","0.04830918","0.09178744","0.06280193","0.07729469","0.06280193","0.04830918","0.07729469","0.06280193","0.06280193","0.04830918","0.06280193","0.04830918","0.06280193","0.12077295"
"515","FranklinDroosevelt-4","We shall strive for perfection."," 10"," 5","0.00000000","0.39920160","0.00000000","0.00000000","0.19960080","0.00000000","0.19960080","0.19960080","0.00000000","0.19960080","We can and we will achieve such a peace.  We shall not achieve it immediately-but we still shall strive.","15","Strive","0.07222222","0.05555556","0.05555556","0.05555556","0.05555556","0.05555556","0.05555556","0.05555556","0.05555556","0.08888889","0.05555556","0.07222222","0.07222222","0.05555556","0.13888889"
"516","FranklinDroosevelt-4","We shall not achieve it immediately-but we still shall strive."," 11","10","0.00000000","0.19980020","0.00000000","0.00000000","0.09990010","0.00000000","0.00000000","0.09990010","0.09990010","0.19980020","We shall strive for perfection.  We may make mistakes—but they must never be mistakes which result from faintness of 'heart or abandonment of moral principle.","15","Strive","0.05128205","0.05128205","0.05128205","0.08205128","0.05128205","0.06666667","0.06666667","0.06666667","0.05128205","0.09743590","0.06666667","0.06666667","0.05128205","0.06666667","0.11282051"
